"municip_name","municip_number","water_entity_id","vannregion","vannomrade","vassdragomrade","area_m2","score","reliability_ecological_score","reliability_chemical_score","water_entity_class","reliability_eco_score_num","reliability_chem_score_num","VannforekomstID","Vannforekomstnavn","area_km2","total_area_km2","area_prop"
"Saltdal",1840,"saltdalsfjorden_0363020700_3_c","Nordland","Skjerstadfjorden",163,28701890.7165187,75,"high","low","unmodified","100","0",NA,NA,28.7018907165187,29.1538758314441,0.984496568568152
"Fauske",1841,"saltdalsfjorden_0363020700_3_c","Nordland","Skjerstadfjorden",163,15405757.2069693,75,"high","low","unmodified","100","0",NA,NA,15.4057572069693,82.4887849742687,0.186761839343069
"Saltdal",1840,"rognan_0363020700_1_c","Nordland","Skjerstadfjorden",163,451985.114925419,75,"high","low","unmodified","100","0",NA,NA,0.451985114925419,29.1538758314441,0.0155034314318485
"Bodø",1804,"valnesfjorden_0363021102_c","Nordland","Skjerstadfjorden",164,8957643.54234869,75,"low","low","unmodified","0","0",NA,NA,8.95764354234869,3438.84951955384,0.0026048373130066
"Fauske",1841,"valnesfjorden_0363021102_c","Nordland","Skjerstadfjorden",164,19608620.820754,75,"low","low","unmodified","0","0",NA,NA,19.608620820754,82.4887849742687,0.2377125669492
"Fauske",1841,"klungsetvika_0363021000_c","Nordland","Skjerstadfjorden",164,12621548.0755468,75,"low","low","unmodified","0","0",NA,NA,12.6215480755468,82.4887849742687,0.153009261555785
"Fauske",1841,"fauskevika_0363020900_c","Nordland","Skjerstadfjorden",164,9653279.89217818,100,"high","low","unmodified","100","0",NA,NA,9.65327989217818,82.4887849742687,0.117025361631759
"Bodø",1804,"skjaerstadfjorden_0363020500_c","Nordland","Skjerstadfjorden",164,87253622.2261297,75,"high","low","unmodified","100","0",NA,NA,87.2536222261297,3438.84951955384,0.0253729108325304
"Fauske",1841,"skjaerstadfjorden_0363020500_c","Nordland","Skjerstadfjorden",164,25199578.9788204,75,"high","low","unmodified","100","0",NA,NA,25.1995789788204,82.4887849742687,0.305490970520188
"Steigen",1848,"helligvaer_ytterside_landegode_0363000030_7_c","Nordland","Skjerstadfjorden",165,31244114.9746105,75,"moderate","low","unmodified","50","0",NA,NA,31.2441149746105,2477.27320403914,0.0126123008651882
"Gildeskål",1838,"helligvaer_ytterside_landegode_0363000030_7_c","Nordland","Skjerstadfjorden",165,172016954.70607,75,"moderate","low","unmodified","50","0",NA,NA,172.01695470607,840.707090462804,0.204609853607129
"Bodø",1804,"helligvaer_ytterside_landegode_0363000030_7_c","Nordland","Skjerstadfjorden",165,1098925924.32796,75,"moderate","low","unmodified","50","0",NA,NA,1098.92592432796,3438.84951955384,0.319562085540322
"Meløy",1837,"helligvaer_ytterside_landegode_0363000030_7_c","Nordland","Skjerstadfjorden",165,162933285.875671,75,"moderate","low","unmodified","50","0",NA,NA,162.933285875671,1869.54142753412,0.0871514711982478
"Bodø",1804,"tommervika_storvika_0363030301_c","Nordland","Skjerstadfjorden",165,476717.416540163,75,"low","low","unmodified","0","0",NA,NA,0.476717416540163,3438.84951955384,0.000138627007035194
"Bodø",1804,"sorfjorden_indre_0363030302_c","Nordland","Skjerstadfjorden",165,2000299.53870244,75,"low","low","unmodified","0","0",NA,NA,2.00029953870244,3438.84951955384,0.000581676961241956
"Bodø",1804,"hopen_0363011100_3_c","Nordland","Skjerstadfjorden",165,1456252.21581593,75,"low","low","unmodified","0","0",NA,NA,1.45625221581593,3438.84951955384,0.000423470758908015
"Bodø",1804,"hjartoysundet_nyholmsundet_0363011200_3_c","Nordland","Skjerstadfjorden",165,7378559.21218337,75,"moderate","low","unmodified","50","0",NA,NA,7.37855921218337,3438.84951955384,0.0021456475981946
"Bodø",1804,"sorfjorden_ytre_0363030303_c","Nordland","Skjerstadfjorden",165,3227636.31149805,75,"low","low","unmodified","0","0",NA,NA,3.22763631149805,3438.84951955384,0.000938580270275043
"Gildeskål",1838,"saltfjorden_indre_0363011100_2_c","Nordland","Skjerstadfjorden",165,4907855.53428519,75,"low","high","unmodified","0","100",NA,NA,4.90785553428519,840.707090462804,0.005837771073851
"Bodø",1804,"saltfjorden_indre_0363011100_2_c","Nordland","Skjerstadfjorden",165,93328963.6271022,75,"low","high","unmodified","0","100",NA,NA,93.3289636271022,3438.84951955384,0.027139589300555
"Bodø",1804,"vestervagen_0363000030_5_c","Nordland","Skjerstadfjorden",165,608990.527985089,75,"low","low","unmodified","0","0",NA,NA,0.608990527985089,3438.84951955384,0.000177091357014104
"Bodø",1804,"bodo_havn_0363011200_2_c","Nordland","Skjerstadfjorden",165,1024807.76302719,25,"moderate",NA,"modified","50",NA,NA,NA,1.02480776302719,3438.84951955384,0.000298008900127781
"Bodø",1804,"karlsoyfjorden_sondre_0363030100_1_c","Nordland","Skjerstadfjorden",165,69997693.2909939,75,"moderate","high","unmodified","50","100",NA,NA,69.9976932909939,3438.84951955384,0.020354974212444
"Bodø",1804,"mistfjorden_0363030200_c","Nordland","Skjerstadfjorden",165,22012675.0409606,100,"high","high","unmodified","100","100",NA,NA,22.0126750409606,3438.84951955384,0.0064011742635998
"Bodø",1804,"landegodefjorden_0363011200_1_c","Nordland","Skjerstadfjorden",165,247633820.105848,75,"moderate","low","unmodified","50","0",NA,NA,247.633820105848,3438.84951955384,0.072010659000274
"Bodø",1804,"karlsoyfjorden_nordre_0363030100_2_c","Nordland","Skjerstadfjorden",165,83035381.1864312,75,"low","low","unmodified","0","0",NA,NA,83.0353811864312,3438.84951955384,0.0241462677311929
"Bodø",1804,"nordfjorden_0363030400_c","Nordland","Skjerstadfjorden",165,2701427.72498654,75,"low","low","unmodified","0","0",NA,NA,2.70142772498654,3438.84951955384,0.000785561482008966
"Bodø",1804,"nevelsfjord_ytre_0363030702_c","Nordland","Nord-Salten",166,12827738.8244528,75,"low","low","unmodified","0","0",NA,NA,12.8277388244528,3438.84951955384,0.00373024139367316
"Sørfold",1845,"torrfjordelva_0363031000_2_c","Nordland","Nord-Salten",166,465145.829439393,75,"moderate","low","unmodified","50","0",NA,NA,0.465145829439393,193.153469312861,0.00240816709683828
"Bodø",1804,"eidekjosen_0363030800_c","Nordland","Nord-Salten",166,9611092.09387599,75,"low","low","unmodified","0","0",NA,NA,9.61109209387599,3438.84951955384,0.00279485683779584
"Sørfold",1845,"sjunkfjorden_ytre_0363030900_2_c","Nordland","Nord-Salten",166,13268080.1236018,75,"low","low","unmodified","0","0",NA,NA,13.2680801236018,193.153469312861,0.0686919068593626
"Sørfold",1845,"sorfolda_indre_0363030601_c","Nordland","Nord-Salten",166,30115726.9094525,75,"moderate","high","unmodified","50","100",NA,NA,30.1157269094525,193.153469312861,0.155916054816869
"Sørfold",1845,"torrfjorden_0363031000_3_c","Nordland","Nord-Salten",166,2460891.68424109,75,"low","low","unmodified","0","0",NA,NA,2.46089168424109,193.153469312861,0.012740603070686
"Sørfold",1845,"nordfjorden_0363031000_1_c","Nordland","Nord-Salten",166,944066.846927464,75,"low","low","unmodified","0","0",NA,NA,0.944066846927464,193.153469312861,0.00488765151506706
"Bodø",1804,"nevelsfjord_indre_0363030701_c","Nordland","Nord-Salten",166,3205771.29972519,75,"low","low","unmodified","0","0",NA,NA,3.20577129972519,3438.84951955384,0.000932222035740926
"Sørfold",1845,"sjunkfjorden_indre_0363030900_1_c","Nordland","Nord-Salten",166,1179286.00667034,75,"low","low","unmodified","0","0",NA,NA,1.17928600667034,193.153469312861,0.00610543528348532
"Bodø",1804,"sorfolda_ytre_0363030602_5_c","Nordland","Nord-Salten",167,13543143.7839505,75,"low","low","unmodified","0","0",NA,NA,13.5431437839505,3438.84951955384,0.00393827752768536
"Sørfold",1845,"sorfolda_ytre_0363030602_5_c","Nordland","Nord-Salten",167,75526654.5818211,75,"low","low","unmodified","0","0",NA,NA,75.5266545818211,193.153469312861,0.391018886952978
"Sørfold",1845,"styrkesnes_indre_0363030602_4_c","Nordland","Nord-Salten",167,32799.516415773,75,"low","low","unmodified","0","0",NA,NA,0.032799516415773,193.153469312861,0.000169810651252895
"Sørfold",1845,"hopen_0363030602_2_c","Nordland","Nord-Salten",167,1236824.47867073,75,"low","low","unmodified","0","0",NA,NA,1.23682447867073,193.153469312861,0.00640332520596552
"Sørfold",1845,"sagfjorden_0363031202_c","Nordland","Nord-Salten",167,11223427.9489853,75,"moderate","low","unmodified","50","0",NA,NA,11.2234279489853,193.153469312861,0.0581062716031578
"Sørfold",1845,"leirfjorden_0363031100_c","Nordland","Nord-Salten",167,23644074.777522,75,"low","low","unmodified","0","0",NA,NA,23.644074777522,193.153469312861,0.122410821103215
"Steigen",1848,"revsfjorden_0363030602_1_c","Nordland","Nord-Salten",167,439811.426154876,75,"low","low","unmodified","0","0",NA,NA,0.439811426154876,2477.27320403914,0.000177538523178539
"Sørfold",1845,"revsfjorden_0363030602_1_c","Nordland","Nord-Salten",167,8854237.0144765,75,"low","low","unmodified","0","0",NA,NA,8.8542370144765,193.153469312861,0.0458404244354256
"Sørfold",1845,"botnfjorden_0363031201_c","Nordland","Nord-Salten",167,1290323.86496986,75,"low","low","unmodified","0","0",NA,NA,1.29032386496986,193.153469312861,0.00668030385144082
"Steigen",1848,"nordfold_havn_0363031300_3_c","Nordland","Nord-Salten",168,43594.8892491385,25,"low",NA,"modified","0",NA,NA,NA,0.0435948892491385,2477.27320403914,0.0000175979335577755
"Steigen",1848,"nordfolda_0363031300_4_c","Nordland","Nord-Salten",168,148443635.970536,75,"high","low","unmodified","100","0",NA,NA,148.443635970536,2477.27320403914,0.0599221901437847
"Steigen",1848,"vinkfjorden_0363031400_c","Nordland","Nord-Salten",168,19920981.1185366,100,"high","low","unmodified","100","0",NA,NA,19.9209811185366,2477.27320403914,0.00804149541764545
"Steigen",1848,"morsvikfjorden_0363031700_c","Nordland","Nord-Salten",168,10840320.1211557,75,"high","low","unmodified","100","0",NA,NA,10.8403201211557,2477.27320403914,0.00437590819756206
"Sørfold",1845,"morsvikfjorden_0363031700_c","Nordland","Nord-Salten",168,8538453.91683671,75,"high","low","unmodified","100","0",NA,NA,8.53845391683671,193.153469312861,0.0442055426040861
"Sørfold",1845,"morsvikbotn_0363031600_c","Nordland","Nord-Salten",168,10732638.3200458,75,"moderate","low","unmodified","50","0",NA,NA,10.7326383200458,193.153469312861,0.0555653406497275
"Steigen",1848,"folda_0363030500_c","Nordland","Nord-Salten",168,56496872.5285313,75,"low","low","unmodified","0","0",NA,NA,56.4968725285313,2477.27320403914,0.022806072594825
"Bodø",1804,"folda_0363030500_c","Nordland","Nord-Salten",168,51206791.023345,75,"low","low","unmodified","0","0",NA,NA,51.206791023345,3438.84951955384,0.0148906751319518
"Sørfold",1845,"folda_0363030500_c","Nordland","Nord-Salten",168,3640837.4927845,75,"low","low","unmodified","0","0",NA,NA,3.6408374927845,193.153469312861,0.0188494543004415
"Steigen",1848,"stavfjorden_0363031500_c","Nordland","Nord-Salten",168,8467201.58580076,75,"low","low","unmodified","0","0",NA,NA,8.46720158580076,2477.27320403914,0.00341795227591175
"Steigen",1848,"balkjosen_0363031800_c","Nordland","Nord-Salten",168,9199630.64988617,75,"low","low","unmodified","0","0",NA,NA,9.19963064988617,2477.27320403914,0.00371361165772365
"Steigen",1848,"brattfjorden_indre_0363031300_1_c","Nordland","Nord-Salten",168,2639835.22193865,75,"low","low","unmodified","0","0",NA,NA,2.63983522193865,2477.27320403914,0.00106562135239442
"Værøy",1857,"vestfjorden_midtre_0363000030_12_c","Nordland","Lofoten",169,1074985832.85878,100,"high","low","unmodified","100","0",NA,NA,1074.98583285878,1369.2948428181,0.785065275383927
"Flakstad",1859,"vestfjorden_midtre_0363000030_12_c","Nordland","Lofoten",169,125166992.877674,100,"high","low","unmodified","100","0",NA,NA,125.166992877674,378.152550566691,0.330996029750696
"Vågan",1865,"vestfjorden_midtre_0363000030_12_c","Nordland","Lofoten",169,316650684.226333,100,"high","low","unmodified","100","0",NA,NA,316.650684226333,1440.71930081024,0.219786521946539
"Steigen",1848,"vestfjorden_midtre_0363000030_12_c","Nordland","Lofoten",169,1346523078.88834,100,"high","low","unmodified","100","0",NA,NA,1346.52307888834,2477.27320403914,0.543550496042529
"Vestvågøy",1860,"vestfjorden_midtre_0363000030_12_c","Nordland","Lofoten",169,759615289.369793,100,"high","low","unmodified","100","0",NA,NA,759.615289369793,1127.14063332906,0.673931244166254
"Bodø",1804,"vestfjorden_midtre_0363000030_12_c","Nordland","Lofoten",169,1393445775.11222,100,"high","low","unmodified","100","0",NA,NA,1393.44577511222,3438.84951955384,0.405206964477179
"Røst",1856,"vestfjorden_midtre_0363000030_12_c","Nordland","Lofoten",169,779094823.392038,100,"high","low","unmodified","100","0",NA,NA,779.094823392038,1621.54633944454,0.480464112828818
"Meløy",1837,"vestfjorden_midtre_0363000030_12_c","Nordland","Lofoten",169,103874870.946993,100,"high","low","unmodified","100","0",NA,NA,103.874870946993,1869.54142753412,0.0555616844950055
"Moskenes",1874,"vestfjorden_midtre_0363000030_12_c","Nordland","Lofoten",169,602112003.395211,100,"high","low","unmodified","100","0",NA,NA,602.112003395211,805.959375540142,0.747074879539287
"Steigen",1848,"dypingspollen_0364010500_c","Nordland","Nord-Salten",169,3807820.22991045,75,"low","low","unmodified","0","0",NA,NA,3.80782022991045,2477.27320403914,0.00153710144835938
"Steigen",1848,"leinesfjorden_0363032100_c","Nordland","Nord-Salten",169,35888192.5570854,75,"low","low","unmodified","0","0",NA,NA,35.8881925570854,2477.27320403914,0.014486974023927
"Steigen",1848,"skotsfjorden_ytre_0363032300_2_c","Nordland","Nord-Salten",169,7680271.46941796,75,"low","low","unmodified","0","0",NA,NA,7.68027146941796,2477.27320403914,0.00310029247355336
"Steigen",1848,"lilandsfjorden_0363032200_c","Nordland","Nord-Salten",169,4158386.76327743,75,"low","low","unmodified","0","0",NA,NA,4.15838676327743,2477.27320403914,0.00167861451716237
"Steigen",1848,"folda_andholmfjorden_0363031900_c","Nordland","Nord-Salten",169,258131040.567026,75,"moderate","low","unmodified","50","0",NA,NA,258.131040567026,2477.27320403914,0.104199666046583
"Bodø",1804,"folda_andholmfjorden_0363031900_c","Nordland","Nord-Salten",169,43064286.7197806,75,"moderate","low","unmodified","50","0",NA,NA,43.0642867197806,3438.84951955384,0.0125228761755669
"Steigen",1848,"valsvaer_0364010100_c","Nordland","Nord-Salten",169,46806950.6429966,75,"low","low","unmodified","0","0",NA,NA,46.8069506429966,2477.27320403914,0.0188945452470397
"Steigen",1848,"skagstadsundet_0364011400_c","Nordland","Nord-Salten",169,25580233.5820099,75,"high","low","unmodified","100","0",NA,NA,25.5802335820099,2477.27320403914,0.0103259638623233
"Steigen",1848,"skjettenfjorden_0364010300_c","Nordland","Nord-Salten",169,34307920.2927181,75,"high","low","unmodified","100","0",NA,NA,34.3079202927181,2477.27320403914,0.0138490660766765
"Hamarøy",1849,"skjettenfjorden_0364010300_c","Nordland","Nord-Salten",169,8154322.1946317,75,"high","low","unmodified","100","0",NA,NA,8.1543221946317,533.046754699058,0.01529757403595
"Steigen",1848,"botnfjorden_0363032000_c","Nordland","Nord-Salten",169,6003125.70045521,75,"low","low","unmodified","0","0",NA,NA,6.00312570045521,2477.27320403914,0.00242327963289122
"Steigen",1848,"skotsfjorden_indre_0363032300_1_c","Nordland","Nord-Salten",169,6559924.44414329,75,"low","low","unmodified","0","0",NA,NA,6.55992444414329,2477.27320403914,0.00264804238525144
"Steigen",1848,"holmakfjorden_0364010400_c","Nordland","Nord-Salten",169,5040476.0420289,75,"moderate","low","unmodified","50","0",NA,NA,5.0404760420289,2477.27320403914,0.00203468718501073
"Steigen",1848,"flagsundet_0364010200_c","Nordland","Nord-Salten",169,14821307.1480001,75,"low","low","unmodified","0","0",NA,NA,14.8213071480001,2477.27320403914,0.00598291182572608
"Lødingen",1851,"vestfjorden_indre_0364000030_10_c","Nordland","Lofoten",170,144445457.188501,75,"high","high","unmodified","100","100",NA,NA,144.445457188501,519.317354348949,0.27814486841016
"Vågan",1865,"vestfjorden_indre_0364000030_10_c","Nordland","Lofoten",170,574720651.022616,75,"high","high","unmodified","100","100",NA,NA,574.720651022616,1440.71930081024,0.398912300751021
"Steigen",1848,"vestfjorden_indre_0364000030_10_c","Nordland","Lofoten",170,349996470.720356,75,"high","high","unmodified","100","100",NA,NA,349.996470720356,2477.27320403914,0.141282951815607
"Hamarøy",1849,"vestfjorden_indre_0364000030_10_c","Nordland","Lofoten",170,292034375.232912,75,"high","high","unmodified","100","100",NA,NA,292.034375232912,533.046754699058,0.547858837256754
"Tysfjord",1850,"vestfjorden_indre_0364000030_10_c","Nordland","Lofoten",170,19802984.2370851,75,"high","high","unmodified","100","100",NA,NA,19.8029842370851,464.618602047624,0.0426220219117599
"Hamarøy",1849,"brennvika_0364011500_c","Nordland","Nord-Salten",170,14676283.4310516,75,"low","low","unmodified","0","0",NA,NA,14.6762834310516,533.046754699058,0.0275328257824914
"Hamarøy",1849,"kaldvagfjorden_0364011000_3_c","Nordland","Nord-Salten",170,33150539.9246208,75,"low","low","unmodified","0","0",NA,NA,33.1505399246208,533.046754699058,0.062190679583701
"Hamarøy",1849,"grunnvagen_0364010800_3_c","Nordland","Nord-Salten",170,1219777.32651957,75,"low","low","unmodified","0","0",NA,NA,1.21977732651957,533.046754699058,0.00228831207725525
"Hamarøy",1849,"stordjupet_0364012000_c","Nordland","Nord-Salten",170,13980164.0796639,75,"low","low","unmodified","0","0",NA,NA,13.9801640796639,533.046754699058,0.0262269002792385
"Hamarøy",1849,"rossviksundet_0364011000_2_c","Nordland","Nord-Salten",170,6056234.88765429,75,"low","low","unmodified","0","0",NA,NA,6.05623488765429,533.046754699058,0.011361545369643
"Hamarøy",1849,"kallstadsjoen_0364011000_1_c","Nordland","Nord-Salten",170,1338215.60591727,75,"low","low","unmodified","0","0",NA,NA,1.33821560591727,533.046754699058,0.00251050324220206
"Steigen",1848,"straumfjorden_0364010702_c","Nordland","Nord-Salten",170,3692645.70816186,75,"low","low","unmodified","0","0",NA,NA,3.69264570816186,2477.27320403914,0.0014906089898123
"Hamarøy",1849,"lilandspollen_0364011200_c","Nordland","Nord-Salten",170,7955372.35246209,75,"low","low","unmodified","0","0",NA,NA,7.95537235246209,533.046754699058,0.0149243425315542
"Hamarøy",1849,"innhavet_indre_0364010800_5_c","Nordland","Nord-Salten",170,12952823.4400395,75,"low","low","unmodified","0","0",NA,NA,12.9528234400395,533.046754699058,0.024299600974688
"Hamarøy",1849,"sagpollen_0364010800_2_c","Nordland","Nord-Salten",170,975890.091677669,75,"low","low","unmodified","0","0",NA,NA,0.975890091677669,533.046754699058,0.00183077766269983
"Steigen",1848,"sagfjorden_0364010600_c","Nordland","Nord-Salten",170,24024052.1876544,75,"high","low","unmodified","100","0",NA,NA,24.0240521876544,2477.27320403914,0.00969778066806831
"Hamarøy",1849,"sagfjorden_0364010600_c","Nordland","Nord-Salten",170,64861506.2290993,75,"high","low","unmodified","100","0",NA,NA,64.8615062290993,533.046754699058,0.121680707475122
"Steigen",1848,"okssundet_0364011300_c","Nordland","Nord-Salten",170,12799159.9192471,75,"high","low","unmodified","100","0",NA,NA,12.7991599192471,2477.27320403914,0.00516663236754765
"Hamarøy",1849,"okssundet_0364011300_c","Nordland","Nord-Salten",170,16869372.8823018,75,"high","low","unmodified","100","0",NA,NA,16.8693728823018,533.046754699058,0.031647079235715
"Steigen",1848,"straumfjordvatnet_0364010701_c","Nordland","Nord-Salten",170,3716148.68991081,75,"low","low","unmodified","0","0",NA,NA,3.71614868991081,2477.27320403914,0.00150009643016027
"Hamarøy",1849,"skipvagen_0364010800_4_c","Nordland","Nord-Salten",170,323455.147642277,75,"low","low","unmodified","0","0",NA,NA,0.323455147642277,533.046754699058,0.000606804459066428
"Hamarøy",1849,"presteidvika_0364011800_c","Nordland","Nord-Salten",170,25570736.1982983,75,"low","low","unmodified","0","0",NA,NA,25.5707361982983,533.046754699058,0.0479709068161099
"Hamarøy",1849,"karlsoybotnen_0364010900_c","Nordland","Nord-Salten",170,3042995.52492631,75,"low","low","unmodified","0","0",NA,NA,3.04299552492631,533.046754699058,0.00570868408465275
"Hamarøy",1849,"innhavet_ytre_0364010800_1_c","Nordland","Nord-Salten",170,4627519.15844197,75,"low","low","unmodified","0","0",NA,NA,4.62751915844197,533.046754699058,0.00868126316809588
"Hamarøy",1849,"glimma_0364011900_c","Nordland","Nord-Salten",170,3269703.86332133,75,"low","low","unmodified","0","0",NA,NA,3.26970386332133,533.046754699058,0.00613399075127529
"Hamarøy",1849,"kobbvika_0364011600_c","Nordland","Nord-Salten",170,3300871.39482083,75,"low","low","unmodified","0","0",NA,NA,3.30087139482083,533.046754699058,0.00619246129110082
"Hamarøy",1849,"hamsundspollen_0364011700_c","Nordland","Nord-Salten",170,3659385.12501151,75,"low","low","unmodified","0","0",NA,NA,3.65938512501151,533.046754699058,0.00686503593306274
"Hamarøy",1849,"husoy_0364011100_c","Nordland","Nord-Salten",170,15027210.6080439,75,"low","low","unmodified","0","0",NA,NA,15.0272106080439,533.046754699058,0.0281911679896219
"Tysfjord",1850,"tommerasfjorden_0364020700_1_c","Nordland","Ofotfjorden",171,10730251.094891,75,"low","high","unmodified","0","100",NA,NA,10.730251094891,464.618602047624,0.023094751367254
"Tysfjord",1850,"beisfjorden_0364020200_c","Nordland","Ofotfjorden",171,6258195.21985159,75,"low","low","unmodified","0","0",NA,NA,6.25819521985159,464.618602047624,0.0134695321975294
"Tysfjord",1850,"haukoyfjorden_0364020700_2_c","Nordland","Ofotfjorden",171,55493613.6344816,100,"high","high","unmodified","100","100",NA,NA,55.4936136344816,464.618602047624,0.119439069787381
"Tysfjord",1850,"skrovkjosen_0364021100_c","Nordland","Ofotfjorden",171,6058436.72390542,75,"low","low","unmodified","0","0",NA,NA,6.05843672390542,464.618602047624,0.0130395913921768
"Tysfjord",1850,"hellmofjorden_ytre_0364020300_2_c","Nordland","Ofotfjorden",171,31218060.9885128,75,"high","high","unmodified","100","100",NA,NA,31.2180609885128,464.618602047624,0.0671907255777781
"Tysfjord",1850,"sildpollen_0364021000_c","Nordland","Ofotfjorden",171,1111896.67497304,75,"low","low","unmodified","0","0",NA,NA,1.11189667497304,464.618602047624,0.00239313852280729
"Tysfjord",1850,"indre_tysfjorden_0364020603_c","Nordland","Ofotfjorden",171,23021002.1344521,50,"low","high","unmodified","0","100",NA,NA,23.0210021344521,464.618602047624,0.0495481714098318
"Tysfjord",1850,"ytterpollen_0364020602_c","Nordland","Ofotfjorden",171,1170540.16542091,50,"low","low","unmodified","0","0",NA,NA,1.17054016542091,464.618602047624,0.00251935708183489
"Tysfjord",1850,"sorfjorden_0364020601_c","Nordland","Ofotfjorden",171,2049922.9845005,50,"low","low","unmodified","0","0",NA,NA,2.0499229845005,464.618602047624,0.00441205534058746
"Tysfjord",1850,"fuglfjorden_0364020800_2_c","Nordland","Ofotfjorden",171,2807241.762632,75,"low","low","unmodified","0","0",NA,NA,2.807241762632,464.618602047624,0.00604203480071651
"Tysfjord",1850,"grunnfjorden_ytre_0364020400_2_c","Nordland","Ofotfjorden",171,6849571.23743578,75,"low","low","unmodified","0","0",NA,NA,6.84957123743578,464.618602047624,0.0147423525602483
"Tysfjord",1850,"mannfjorden_0364020500_c","Nordland","Ofotfjorden",171,21132285.7861974,75,"low","low","unmodified","0","0",NA,NA,21.1322857861974,464.618602047624,0.0454830815922246
"Tysfjord",1850,"hellmofjorden_indre_0364020300_1_c","Nordland","Ofotfjorden",171,22819813.3183194,75,"low","low","unmodified","0","0",NA,NA,22.8198133183194,464.618602047624,0.0491151521220847
"Tysfjord",1850,"stefjorden_0364020900_c","Nordland","Ofotfjorden",171,5427693.30486905,75,"low","low","unmodified","0","0",NA,NA,5.42769330486905,464.618602047624,0.0116820404541459
"Tysfjord",1850,"grunnfjorden_indre_0364020400_1_c","Nordland","Ofotfjorden",171,7700124.98721951,75,"low","low","unmodified","0","0",NA,NA,7.70012498721951,464.618602047624,0.0165730019273534
"Tysfjord",1850,"vikran_0364020800_1_c","Nordland","Ofotfjorden",171,660426.062286052,75,"low","low","unmodified","0","0",NA,NA,0.660426062286052,464.618602047624,0.00142143697943966
"Tysfjord",1850,"korsnes_0364020100_1_c","Nordland","Ofotfjorden",171,49391.8814083748,75,"low","low","unmodified","0","0",NA,NA,0.0493918814083748,464.618602047624,0.000106306293356959
"Tysfjord",1850,"tysfjorden_0364020100_3_c","Nordland","Ofotfjorden",171,595464.079777837,75,"low","low","unmodified","0","0",NA,NA,0.595464079777837,464.618602047624,0.00128161911114528
"Tysfjord",1850,"tysfjorden_0364020100_6_c","Nordland","Ofotfjorden",171,191680291.768699,50,"high","high","unmodified","100","100",NA,NA,191.680291768699,464.618602047624,0.41255406245885
"Ballangen",1854,"efjorden_midtre_0364021202_6_c","Nordland","Ofotfjorden",172,1338198.04386829,75,"low","low","unmodified","0","0",NA,NA,1.33819804386829,261.644257045846,0.00511457067308689
"Ballangen",1854,"vallebukta_ost_0364021202_2_c","Nordland","Ofotfjorden",172,1781081.46870759,75,"low","low","unmodified","0","0",NA,NA,1.78108146870759,261.644257045846,0.00680726375888123
"Ballangen",1854,"efjorden_indre_0364021202_7_c","Nordland","Ofotfjorden",172,3774013.38980881,75,"low","low","unmodified","0","0",NA,NA,3.77401338980881,261.644257045846,0.0144242164243166
"Ballangen",1854,"storpollen_0364000030_7_c","Nordland","Ofotfjorden",172,1239791.9999708,75,"low","low","unmodified","0","0",NA,NA,1.2397919999708,261.644257045846,0.00473846440953436
"Ballangen",1854,"teppkilen_0364021202_5_c","Nordland","Ofotfjorden",172,1727176.27300897,75,"low","low","unmodified","0","0",NA,NA,1.72717627300897,261.644257045846,0.00660123899721725
"Ballangen",1854,"sorstraumen_vest_0364021202_10_c","Nordland","Ofotfjorden",172,581162.02028558,75,"low","low","unmodified","0","0",NA,NA,0.58116202028558,261.644257045846,0.00222119157839474
"Ballangen",1854,"leirpollen_0364021202_9_c","Nordland","Ofotfjorden",172,1043691.97922494,75,"low","low","unmodified","0","0",NA,NA,1.04369197922494,261.644257045846,0.00398897339085132
"Ballangen",1854,"langvagpollen_0364021202_4_c","Nordland","Ofotfjorden",172,1082877.47422468,75,"low","low","unmodified","0","0",NA,NA,1.08287747422468,261.644257045846,0.00413873970119259
"Ballangen",1854,"forsahavet_0364021201_3_c","Nordland","Ofotfjorden",172,18053776.5123189,75,"low","high","unmodified","0","100",NA,NA,18.0537765123189,261.644257045846,0.0690012336450996
"Ballangen",1854,"vallebukta_vest_0364021202_1_c","Nordland","Ofotfjorden",172,791313.220931326,75,"low","low","unmodified","0","0",NA,NA,0.791313220931326,261.644257045846,0.00302438597302241
"Ballangen",1854,"efjorden_ytre_0364021202_8_c","Nordland","Ofotfjorden",172,5430964.67957,75,"low","low","unmodified","0","0",NA,NA,5.43096467957,261.644257045846,0.0207570567032105
"Ballangen",1854,"stor_kobbvika_0364021202_3_c","Nordland","Ofotfjorden",172,990059.946477546,75,"low","low","unmodified","0","0",NA,NA,0.990059946477546,261.644257045846,0.00378399265344497
"Ballangen",1854,"tauselvhavet_0364021201_1_c","Nordland","Ofotfjorden",172,9215462.49218226,75,"low","low","unmodified","0","0",NA,NA,9.21546249218226,261.644257045846,0.0352213444171546
"Ballangen",1854,"revelsoya_0364000030_8_c","Nordland","Ofotfjorden",172,12621442.3774979,75,"low","low","unmodified","0","0",NA,NA,12.6214423774979,261.644257045846,0.0482389429066901
"Ballangen",1854,"efjorden_0364021201_2_c","Nordland","Ofotfjorden",172,10054959.606563,75,"low","low","unmodified","0","0",NA,NA,10.054959606563,261.644257045846,0.0384298884297742
